arm_role,arm_id,n_pairs,n_means,pair_index,LTE.ID,Code,Site.Key,Site.ID,Country,Latitude,Longitude,M.Year,m_year_first,m_year_last,m_year_is_aggregate,Product.Simple,EU,Out.SubInd,Outcode,Units,yield_basis,Mean.Error.Type,Upper,Lower,DataLoc,Analysis.Function,Duration,Variety,Rep,Plot.Size,Plant.Start,Plant.End,Harvest.Start,Harvest.End,planting_date_source,harvest_date_source,climate_date_source,climate_window_start,climate_window_end,is_livestock,gdd_gdd_subopt,gdd_gdd_opt,gdd_gdd_aboveopt,gdd_gdd_abovemax,gdd_Harvest.Start,gdd_Harvest.End,temp_tmax_tg_35.days,temp_tmax_tg_35.days_pr,temp_tmax_tg_35.max_rseq,temp_tmax_tg_35.n_seq_d5,temp_tmax_tg_35.n_seq_d10,temp_tmax_tg_35.n_seq_d15,temp_tmax_tg_37.5.days,temp_tmax_tg_37.5.days_pr,temp_tmax_tg_37.5.max_rseq,temp_tmax_tg_37.5.n_seq_d5,temp_tmax_tg_37.5.n_seq_d10,temp_tmax_tg_37.5.n_seq_d15,temp_tmax_tg_40.days,temp_tmax_tg_40.days_pr,temp_tmax_tg_40.max_rseq,temp_tmax_tg_40.n_seq_d5,temp_tmax_tg_40.n_seq_d10,temp_tmax_tg_40.n_seq_d15,temp_tmin_min,temp_tmin_mean,temp_tmin_var,temp_tmin_sd,temp_tmin_range,temp_tmax_max,temp_tmax_mean,temp_tmax_var,temp_tmax_sd,temp_tmax_range,temp_tmean_max,temp_tmean_min,temp_tmean_mean,temp_tmean_var,temp_tmean_sd,temp_tmean_range,temp_Harvest.Start,temp_Harvest.End,rain_rain_sum,rain_eto_sum,rain_eto_na,rain_w_balance,rain_w_balance_negdays,rain_rain_l_0.1.days,rain_rain_l_0.1.days_pr,rain_rain_l_0.1.max_seq,rain_rain_l_0.1.n_seq_d5,rain_rain_l_0.1.n_seq_d10,rain_rain_l_0.1.n_seq_d15,rain_rain_l_1.days,rain_rain_l_1.days_pr,rain_rain_l_1.max_seq,rain_rain_l_1.n_seq_d5,rain_rain_l_1.n_seq_d10,rain_rain_l_1.n_seq_d15,rain_rain_l_5.days,rain_rain_l_5.days_pr,rain_rain_l_5.max_seq,rain_rain_l_5.n_seq_d5,rain_rain_l_5.n_seq_d10,rain_rain_l_5.n_seq_d15,rain_Harvest.Start,rain_Harvest.End,eratio_eratio_mean,eratio_eratio_median,eratio_eratio_min,eratio_eratio_l_0.5.days,eratio_eratio_l_0.5.days_pr,eratio_eratio_l_0.5.max_seq,eratio_eratio_l_0.5.n_seq_d5,eratio_eratio_l_0.5.n_seq_d10,eratio_eratio_l_0.5.n_seq_d15,eratio_eratio_l_0.25.days,eratio_eratio_l_0.25.days_pr,eratio_eratio_l_0.25.max_seq,eratio_eratio_l_0.25.n_seq_d5,eratio_eratio_l_0.25.n_seq_d10,eratio_eratio_l_0.25.n_seq_d15,eratio_eratio_l_0.1.days,eratio_eratio_l_0.1.days_pr,eratio_eratio_l_0.1.max_seq,eratio_eratio_l_0.1.n_seq_d5,eratio_eratio_l_0.1.n_seq_d10,eratio_eratio_l_0.1.n_seq_d15,eratio_Harvest.Start,eratio_Harvest.End,logging_logging_sum,logging_logging_mean,logging_logging_median,logging_logging_present_mean,logging_logging_g_0.days,logging_logging_g_0.days_pr,logging_logging_g_0.max_seq,logging_logging_g_0.n_seq_d5,logging_logging_g_0.n_seq_d10,logging_logging_g_0.n_seq_d15,logging_logging_g_ssat_0.5.days,logging_logging_g_ssat_0.5.days_pr,logging_logging_g_ssat_0.5.max_seq,logging_logging_g_ssat_0.5.n_seq_d5,logging_logging_g_ssat_0.5.n_seq_d10,logging_logging_g_ssat_0.5.n_seq_d15,logging_logging_g_ssat_0.9.days,logging_logging_g_ssat_0.9.days_pr,logging_logging_g_ssat_0.9.max_seq,logging_logging_g_ssat_0.9.n_seq_d5,logging_logging_g_ssat_0.9.n_seq_d10,logging_logging_g_ssat_0.9.n_seq_d15,logging_Harvest.Start,logging_Harvest.End,arm_code,arm_label,mean,mean_error,yield_t_ha
C,07.4980 03.9030 B1000|1992.2|Cowpea|h8|T75|NA|NA,8,1,179628,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Cowpea,h8,Crop Yield,101,Mg/ha,as reported,,,,Tab 6,Simple,12,TVU 2246,3,,1992-08-01,1992-09-30,,,reported,none,PDate,1992-08-01,1992-09-30,FALSE,97.85,990.16,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,20.966,0.567,0.753,3.28,31.1,27.973,1.685,1.298,6.82,25.46,22.23,23.962,0.632,0.795,3.23,,,416.27,276.6,0,139.67,45,4,0.04,4,0,0,0,25,0.28,5,0,0,0,60,0.67,18,4,2,1,,,0.81,1,0.22,19,0.21,18,1,1,1,4,0.04,3,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T75,Till-CP-INT>>L-INT-4***Till-CP-INT<<F1-M-CP-L-T,0.45,,0.45
C,07.4980 03.9030 B1000|1992.2|Cowpea|h8|T76|NA|NA,8,1,179636,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Cowpea,h8,Crop Yield,101,Mg/ha,as reported,,,,Tab 6,Simple,12,TVU 2246,3,,1992-08-01,1992-09-30,,,reported,none,PDate,1992-08-01,1992-09-30,FALSE,97.85,990.16,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,20.966,0.567,0.753,3.28,31.1,27.973,1.685,1.298,6.82,25.46,22.23,23.962,0.632,0.795,3.23,,,416.27,276.6,0,139.67,45,4,0.04,4,0,0,0,25,0.28,5,0,0,0,60,0.67,18,4,2,1,,,0.81,1,0.22,19,0.21,18,1,1,1,4,0.04,3,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T76,Till-CP-INT>>L-INT-4***Till-CP-INT<<F2-M-CP-L-T,0.3,,0.3
C,07.4980 03.9030 B1000|1992.2|Cowpea|h8|T77|NA|NA,2,1,179576,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Cowpea,h8,Crop Yield,101,Mg/ha,as reported,,,,Tab 6,Simple,12,TVU 2246,3,,1992-08-01,1992-09-30,,,reported,none,PDate,1992-08-01,1992-09-30,FALSE,97.85,990.16,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,20.966,0.567,0.753,3.28,31.1,27.973,1.685,1.298,6.82,25.46,22.23,23.962,0.632,0.795,3.23,,,416.27,276.6,0,139.67,45,4,0.04,4,0,0,0,25,0.28,5,0,0,0,60,0.67,18,4,2,1,,,0.81,1,0.22,19,0.21,18,1,1,1,4,0.04,3,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T77,Till-CP-SOL<<82-M-F1-CON+Fert-85>>82-M-F1-CON+Fert-85+T-86-92,0.34,,0.34
C,07.4980 03.9030 B1000|1992.2|Cowpea|h8|T78|NA|NA,2,1,179578,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Cowpea,h8,Crop Yield,101,Mg/ha,as reported,,,,Tab 6,Simple,12,TVU 2246,3,,1992-08-01,1992-09-30,,,reported,none,PDate,1992-08-01,1992-09-30,FALSE,97.85,990.16,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,20.966,0.567,0.753,3.28,31.1,27.973,1.685,1.298,6.82,25.46,22.23,23.962,0.632,0.795,3.23,,,416.27,276.6,0,139.67,45,4,0.04,4,0,0,0,25,0.28,5,0,0,0,60,0.67,18,4,2,1,,,0.81,1,0.22,19,0.21,18,1,1,1,4,0.04,3,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T78,Till-CP-SOL<<82-M-F2-CON+Fert-85>>82-M-F2-CON+Fert-85+T-86-92,0.43,,0.43
C,07.4980 03.9030 B1000|1992.2|Maize|c7|T24|0|15,1,1,179644,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T24,82-M-F1-CON>>82-M-F1-CON+Fert-85<<82-M-F1-CON+Fert-85>>82-M-F1-CON+Fert-85+T-86-92,8.2,,
T,07.4980 03.9030 B1000|1992.2|Maize|c7|T38|0|15,4,1,179645,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T38,82-M-F2-A>>82-M-F2-A+Fert-85>>82-M-F2-A+Fert-85>>82-M-F2-A+Fert-85+T-86-92***A-INT-4<<F2-M-CP-A-T,9.1,,
T,07.4980 03.9030 B1000|1992.2|Maize|c7|T39|0|15,4,1,179646,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T39,82-M-F2-A>>82-M-F2-A+Fert-85>>82-M-F2-A+Fert-85>>82-M-F2-A+Fert-85+T-86-92***D-INT-4<<F2-M-CP-D-T,10,,
T,07.4980 03.9030 B1000|1992.2|Maize|c7|T40|0|15,4,1,179647,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T40,82-M-F2-A>>82-M-F2-A+Fert-85>>82-M-F2-A+Fert-85>>82-M-F2-A+Fert-85+T-86-92***G-INT4<<F2-M-CP-G-T,10.4,,
T,07.4980 03.9030 B1000|1992.2|Maize|c7|T41|0|15,4,1,179648,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T41,82-M-F2-A>>82-M-F2-A+Fert-85>>82-M-F2-A+Fert-85>>82-M-F2-A+Fert-85+T-86-92***L-INT-4<<F2-M-CP-L-T,10.2,,
T,07.4980 03.9030 B1000|1992.2|Maize|c7|T56|0|15,1,1,179644,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T56,82-M-F2-CON>>82-M-F2-CON+Fert-85<<82-M-F2-CON+Fert-85>>82-M-F2-CON+Fert-85+T-86-92,8.8,,
C,07.4980 03.9030 B1000|1992.2|Maize|c7|T6|0|15,4,1,179645,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T6,82-M-F1-A>>82-M-F1-A+Fert-85>>82-M-F1-A+Fert-85>>82-M-F1-A+Fert-85+T-86-92***A-INT-4<<F1-M-CP-A-T,8,,
C,07.4980 03.9030 B1000|1992.2|Maize|c7|T7|0|15,4,1,179649,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T7,82-M-F1-A>>82-M-F1-A+Fert-85>>82-M-F1-A+Fert-85>>82-M-F1-A+Fert-85+T-86-92***D-INT-4<<F1-M-CP-D-T,8.8,,
C,07.4980 03.9030 B1000|1992.2|Maize|c7|T8|0|15,4,1,179653,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T8,82-M-F1-A>>82-M-F1-A+Fert-85>>82-M-F1-A+Fert-85>>82-M-F1-A+Fert-85+T-86-92***G-INT4<<F1-M-CP-G-T,9,,
C,07.4980 03.9030 B1000|1992.2|Maize|c7|T9|0|15,4,1,179657,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992.2,1992,1992,FALSE,Maize,c7,Soil Organic Carbon,224,g/kg,,,0,15,Tab 10,Simple,12,TZSR-W,3,,1992-08-01,1992-08-31,,,EcoCrop,none,EcoCrop,1992-08-01,1992-08-31,FALSE,26.35,1902.58,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,20.26,2.79,1.67,7.31,31.98,28.628,2.42,1.556,7.7,25.7,21.61,23.909,0.914,0.956,4.09,,,445.39,438.8,0,6.59,87,35,0.26,31,1,1,1,66,0.49,41,1,1,1,103,0.76,41,5,3,2,,,0.632,0.71,0.02,54,0.4,35,2,2,2,33,0.24,29,1,1,1,19,0.14,19,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T9,82-M-F1-A>>82-M-F1-A+Fert-85>>82-M-F1-A+Fert-85>>82-M-F1-A+Fert-85+T-86-92***L-INT-4<<F1-M-CP-L-T,9.7,,
T,07.4980 03.9030 B1000|1992|Cassava|i3|T11|NA|NA,4,1,133014,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T11,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<P-fallowcrop Year 1,3.3,,
T,07.4980 03.9030 B1000|1992|Cassava|i3|T12|NA|NA,4,1,133015,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T12,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<P-fallowcrop Year 2,3.9,,
C,07.4980 03.9030 B1000|1992|Cassava|i3|T3|NA|NA,2,2,133020,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava,2.9,,
C,07.4980 03.9030 B1000|1992|Cassava|i3|T3|NA|NA,2,2,133014,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava,5.1,,
C,07.4980 03.9030 B1000|1992|Cassava|i3|T4|NA|NA,2,1,133022,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow,4.2,,
T,07.4980 03.9030 B1000|1992|Cassava|i3|T5|NA|NA,1,1,133022,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T5,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow<<L-alleycrop Year 1,6.2,,
T,07.4980 03.9030 B1000|1992|Cassava|i3|T6|NA|NA,1,1,133023,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow<<L-alleycrop Year 2,5.5,,
C,07.4980 03.9030 B1000|1992|Cassava|i3|T8|NA|NA,2,1,133016,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T8,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<natural crop Year 1,5.6,,
C,07.4980 03.9030 B1000|1992|Cassava|i3|T9|NA|NA,2,1,133018,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Cassava,i3,Biomass Yield,101.1,Mg DM/ha,,,,,Tab 6,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9,(C) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<natural crop Year 2,9.5,,
C,07.4980 03.9030 B1000|1992|Maize|c7|T14|NA|NA,2,2,132723,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T14,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava,1.21,,1.21
