"LTE.ID","Site.ID","Code","Year.start","Year.end","Number of sites","Notes","Treatments","Version","DOI","Available in Saito","Latitude","Longitude"
"LTE0151","NARL, Kabete","LM0188",1976,"1991","1",,"control, 5 ton dry matter of farmyard manure +60 kgN+60 kg P2O5 per ha per year (FYMNP1), and 10 ton dry matter of farmyard manure +120 kgN+120 kg P2O5P per ha per year (FYMNP2).",2018,"10.1007/s11104-010-0587-8",,-1.25,36.73
"LTE0020","Negasi-amba","NN0334",1998,"2006","3",,,2018,"10.1016/j.livsci.2015.03.021",,9.83,39.57
"LTE0006","Ngoungoumou","LM0008",1998,"2005","2",,,2018,"10.1080/01448765.2008.9755066",,3.25,12.05
"LTE0152","Ngwazi, Mufindi","JS0218.1",1971,"1988","1",,"12 groups of six contiguous irrigation sub-plots (each 3.6 X 5.4 m with 18 bushes) on either side of a centrally placed sprinkler lateral (Stephens and Carr, 1989). Six nitrogen treatments (see below) were then allocated at random to these groups within four blocks,",2018,"10.1017/s0014479700018822",,-8.541,35.169
"LTE0152","Ngwazi, Mufindi","JS0218.2",1971,"1988","1",,"12 groups of six contiguous irrigation sub-plots (each 3.6 X 5.4 m with 18 bushes) on either side of a centrally placed sprinkler lateral (Stephens and Carr, 1989). Six nitrogen treatments (see below) were then allocated at random to these groups within four blocks,",2018,"10.1017/s0014479700018834",,-8.541,35.169
"LTE0055","Nhamizhinga","AN0068",2007,"2014","5",,,2020,"10.1017/S1742170515000332",,-18.365,33.209
"LTE0053","Nioro","NJ0074",2004,"2013","2","same as above (JS0369) but without fert","presence or absence of shrub as the main plot",2020,"10.1128/AEM.04122-14",,13.7585,-15.787
"LTE0154","Nioro","JS0319",2004,"2015","1","11 years","presence or absence of shrub as the main plot and fertilizer rate as the subplot with four replicates.",2018,"10.1016/j.agee.2017.03.007",,13.7585,-15.787
"LTE0154","Nioro","JS0369",2003,"2011","1",,"presence or absence of shrub as the main plot and fertilizer rate as the subplot with four replicates.",2018,"10.1016/j.jaridenv.2016.01.010",,13.7585,-15.787
"LTE0010","Njabini, Nyandarua","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,-0.7242,36.6517
"LTE0078","Nkhande","NN0248",1986,"1991","1","6 years",,2018,"10.1007/bf00704831",,-14.7833,34.6
"LTE0079","Nqindi","DK0110",2010,"2015","1",,,2020,"10.1016/j.fcr.2017.04.016",,-20.6597,28.2597
"LTE0080","Ntarla ARS","EO0151",1965,"1989","1",,,2020,"10.1016/j.fcr.2015.02.013",,12.5833,-5.7
"LTE0081","Nyabeda","LM0194",2003,"2007","1",,,2018,"10.1017/s0014479711000895",,0.1296,34.4055
"LTE0081","Nyabeda","LM0194",2003,"2007","1",,,2018,"10.1017/s0014479711000895",,0.1296,34.4055
"LTE0082","Nyabeda Village, Siaya District","AG0143",2005,"2012","1",,,2020,"10.1016/j.agee.2015.04.001","YES",0.1258,34.4044
"LTE0055","Nzewe, Tete","AN0068",2007,"2014","5",,,2020,"10.1017/S1742170515000332",,-14.519,34.304
"LTE0083","Nzombe","HK0202.1",1995,"2000","2",,,2018,"10.1023/B:",,-15.5,35.25
"LTE0084","Oil Palm Research Institute, Kusi","JS0071",1970,"1992","1",,,2018,"10.1007/bf00705215",,6.036,-0.873
"LTE0010","Ol Joro Orok, Nyandarua","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,-0.0753,36.3672
"LTE0010","Ol Ngarua, Laikipia","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,0.2978,36.2628
"LTE0010","Otamba, Kiisi","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,-0.7236,34.7623
"LTE0085","Poni","JS0034",,,"1","13 years",,2018,"10.1080/15324980500546007",,10.0833,-3.25
"LTE0055","Pumbuto","AN0068",2007,"2014","5",,,2020,"10.1017/S1742170515000332",,-19.001,33.72
"LTE0010","Rotian..Narok","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,-1.0144,35.8958
"LTE0086","Rungwe","JS0194",1993,"2005","1","Not sure how to treat this, seems like a review on fuels",,2018,"10.1016/j.rser.2007.04.013",,-9.1808,33.5475
"LTE0067","Ruzvidzo","JS0355",2002,"2011","2",,,2018,"10.1016/j.fcr.2013.03.014",,-17.85,31.5667
"LTE0058","Salima","JS0315",2007,"2011","6",,,2018,"0",,-13.7725,34.443
"LTE0058","Salima","JS0315",2007,"2011","6",,,2018,"0",,-13.6667,34.25
"LTE0058","Salima","JS0315",2007,"2011","6",,,2018,"0",,-13.7833,34.4333
"LTE0088","Sappi Usutu Forest, Swaziland","NJ0142",1971,"2000","1",,,2020,"10.1186/s40490-018-0110-1",,-26.4506,31.0413
"LTE0052","Saria","HK0002",2001,"2005","2",,,2018,"10.5897/AJAR10.711",,12.2618,-2.1488
"LTE0087","SASRI, Empangeni","EO0028",2008,"2014","1",,,2020,"10.1080/02571862.2016.1148787",,-28.7167,31.8833
"LTE0155","SASRI, Mount Edgecombe","NN0162.2",1939,"2003","1",,"The main plot treatments are a) green cane harvesting with all residues mulched over the plot area (M), b) cane burnt prior to harvest with cane-tops left scattered evenly over the plot covering two thirds of the surface area (BS) and c) cane burnt prior to harvest with all residues removed from the plots (BR). Split-plot treatments consisted of fertilized (F) and unfertilized plots (F0)",2018,"10.1046/j.1365-2389.2002.00472.x",,-29.7035,31.0485
"LTE0155","SASRI, Mount Edgecombe","NN0164",1939,"2003","1",,"The main plot treatments are a) green cane harvesting with all residues mulched over the plot area (M), b) cane burnt prior to harvest with cane-tops left scattered evenly over the plot covering two thirds of the surface area (BS) and c) cane burnt prior to harvest with all residues removed from the plots (BR). Split-plot treatments consisted of fertilized (F) and unfertilized plots (F0)",2018,"10.1007/s00374-005-0830-2",,-29.7035,31.0485
"LTE0155","SASRI, Mount Edgecombe","DK0121",1939,"2012","1",,"The main plot treatments are a) green cane harvesting with all residues mulched over the plot area (M), b) cane burnt prior to harvest with cane-tops left scattered evenly over the plot covering two thirds of the surface area (BS) and c) cane burnt prior to harvest with all residues removed from the plots (BR). Split-plot treatments consisted of fertilized (F) and unfertilized plots (F0)",2020,"10.1016/j.agee.2016.04.002",,-29.7035,31.0485
"LTE0089","Sauri Village Cluster","AN0099",,,"1","at least seven years of data",,2020,"10.1111/1365-2664.12416",,0.1014,34.5011
"LTE0090","Save Valley Experimental Station","NN0296",2000,"2005","1",,,2018,"10.1007/s10705-008-9211-1",,-20.388,32.3738
"LTE0020","Serity","NN0334",1998,"2006","3",,,2018,"10.1016/j.livsci.2015.03.021",,9.83,39.57
"LTE0091","Shebomeza","JS0204",2000,"2006","1",,,2018,"10.1007/s10457-009-9210-5",,-5.115,38.623
"LTE0092","Siaya County","NJ0132",2007,,"1","2007 + 13 cropping seasons",,2020,"10.1007/s00374-017-1226-9",,0.0587,34.2848
"LTE0022","Songani","HK0213.4",2005,"2011","11","HK0213.4 and HK0224 have the same treatments but HK0213.4 has more locations.","Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,"10.1017/s0014479713000306",,-15.3833,35.3333
"LTE0010","Sosiot, Kericho","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,-0.3639,35.172
"LTE0093","SoubrÃ©","JS0411",1989,"2005","1","JS0411 and EO0111 are the same papers",,2018,"10.1016/j.indcrop.2012.07.053",,5.6667,-6.7167
"LTE0094","South-Western Ivory Coast","EO0111",1989,"2005","1","JS0411 and EO0111 are the same papers",,2020,"10.1016/j.indcrop.2012.07.053",,5.6661,-6.7078
"LTE0095","Suba District","LM0187",1998,"2004","2",,,2018,"10.1016/j.cropro.2008.01.005",,-0.999,34.45
"LTE0023","Sussundenga Research Station","HK0255.2",2006,"2011","4","Domboshawa is also part of the experiment but there started in 2009","Conventional control (CPM), Conservation Agriculture (CAM),Conservation agriculture (CAM + 2YR), Conservation agriculture (CAM+3YR)",2018,"10.1080/14735903.2012.703894",,-19.317,33.241
"LTE0096","TAFA Antsirabe","NN0187",1991,"2002","1",,,2018,"10.1016/j.apsoil.2007.12.012",,-19.7794,47.1107
"LTE0011","Tara","NN0026",1988,"1992","3",,,2018,"10.1017/s0021859699007650",,11.8924,3.32
"LTE0058","Thyolo","JS0315",2007,"2011","6",,,2018,"0",,-16.067,35.1318
"LTE0010","Tongaren, Bungoma","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,0.798,34.96
"LTE0095","Trans Nzoia District","LM0187",1999,"2004","2",,,2018,"10.1016/j.cropro.2008.01.005",,1.075,34.978
"LTE0010","Tulaga, Nyandarua","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,-0.6467,36.6073
"LTE0010","Turbo, Usain Gishu","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,0.633,35.05
"LTE0097","University of Ibadan Campus","LM0318",2004,"2008","1",,,2018,"10.1080/21683565.2012.762439",,7.444,3.9
"LTE0098","University of Ibadan Research Farm","HK0106",1976,"1980","1",,,2018,"10.1016/0167-1987(84)90033-3",,7.444,3.9
"LTE0037","University of Zimbabwe Farm","DK0104",2006,"2010","2",,"(1) undisturbed woodland, (2) cleared woodland, without cultivation and fertilization, (3) cleared woodland with cultivation, and without N-fertilization (maize-cropped), and (4) cleared woodland with cultivation, with fertilization",2020,"10.1016/j.still.2013.01.008",,-17.7242,31.0199
"LTE0041","University of Zimbabwe Farm","NJ0067",2008,"2014","4",,"Maize (control) and 9 crop rotation treatments",2020,"10.2135/cropsci2014.11.0796",,-17.7242,31.0199
"LTE0010","Upepo, Laikipia","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,0.2461,36.8516
"LTE0099","Werer Agricultural Research Center (WARC)","JS0283",1982,"1991","1",,,2018,"10.1080/00103629509369391",,9.341,40.176
"LTE0010","Weruga, Taita","LM0265",1987,"1994","26",,,2018,"10.1017/s0014479797000203",,-3.4,38.3642
"LTE0100","Wiwaso","JS0086",1998,"2006","1",,,2018,"10.1007/s10705-006-9081-3",,6.2,-2.4833
"LTE0101","Zambia","NJ0118",2002,"2008","1",,,2020,"10.1111/1477-9552.12107",,-14.31,28.7079
"LTE0102","Zeekoegat","AN0060.2",,,"1","minimum 6 years",,2020,"10.1016/j.still.2018.05.016",,-25.6153,28.3156
"LTE0022","Zidyana, Nkhotakota","AG0094",2005,"2014","2","AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto)","Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2020,"10.3390/environments2030317",,-13.23,34.24
"LTE0022","Zidyana, Nkhotakota","AN0132",2005,"2014","1","AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto)","Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2020,"10.1017/S0014479715000265",,-13.23,34.24
"LTE0022","Zidyana, Nkhotakota","HK0213.3",2005,"2011","2","AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto)","Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,"10.1017/s1742170512000257",,-13.23,34.24
"LTE0022","Zidyana, Nkhotakota","HK0213.4",2005,"2011","11","AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto)","Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,"10.1017/s0014479713000306",,-13.23,34.24
"LTE0022","Zidyana, Nkhotakota","HK0224",2005,"2012","8","AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto)","Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,"10.1016/j.fcr.2012.11.010",,-13.23,34.24
"LTE0022","Zimuto","AG0094",2005,"2013","2","only two sites for AN0132 but same treatments as HK0213.4, HK0224 and AN0132","Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2020,"10.3390/environments2030317",,-19.8833,30.8667
"LTE0156","Zwelisha, Bergville","EO0024",2003,"2009","1",,"sole maize and maize intercropped with lablab",2020,"10.1080/21683565.2017.1393649",,-28.6797,29.071
"LTE0157","Zwelisha, Bergville","EO0039",2003,"2009","1",,"(1) A. karroo + cock’s foot (Dactylis glomerata),(2) A. karroo + tall fescue (Festuca arundinacea),(3) L. leucocephala + cock’s foot (Dactylis glomerata),(4) L. leucocephala + tall fescue (Festuca arundinacea),(5) A. karroo,(6) L. leucocephala,(7) Cock’s foot (Dactylis glomerata),(8) Tall fescue (Festuca arundinacea).",2020,"10.1080/15427528.2017.1376239",,-28.6797,29.071
"LTE0024","Chitedze ARS","NN0558",2007,"2019",,,,,"10.1016/j.agwat.2011.04.002",,-13.9738,33.6528
"LTE0251","Henderson RS","NN0558",2004,"2019",,,,,"10.1016/j.agwat.2011.04.002",,-17.583,30.967
"LTE0247","Monze Farmer Training Centre","NN0558",2005,"2019",,,,,"10.1016/j.agwat.2011.04.002",,-16.241,27.442
"LTE0248","Sussundenga Research Station","NN0558",2006,"2014",,,,,"10.1016/j.agwat.2011.04.002",,-19.317,33.241
"LTE0249","Domboshawa Training Centre","NN0558",2009,"2019",,,,,"10.1016/j.agwat.2011.04.002",,-17.607,31.141
"LTE0250","Msekera RS","NN0558",2011,"2018",,,,,"10.1016/j.agwat.2011.04.002",,-13.6456,32.5603
"LTE0029","AREX Training Centre farm, Domboshava","CJ0001",1992,"2006",,,"two NPK fertilizer rates was arranged in a randomized complete block design with two replicates. We intercropped groundnut (initially ÔSpanishÕ type collected from local smallholder farmers, later ÔEgretÕ or ÔFalconÕ variety), sugar bean (Phaseolus vulgaris) (collected from local farmers), medium maturity (ca. 140 days) pigeonpea ÔEx ChitedzeÕ Malawi, an indeterminate habit cowpea (from local farmers, or ÔZimbabwe RedÕ) and bambara nut (Vigna subterranea) (from local farmers) with SC501 (SC513 in later years) hybrid maize.",,"10.1017/S0014479707005303",,-17.5833,31.1667
"LTE0059","Embu","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,-0.5,37.6667
"LTE0059","Embu","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,-0.5,37.4667
"LTE0059","Embu","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,-0.5363,37.4601
"LTE0059","Embu","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,-0.5333,37.4833
"LTE0059","Machanga","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,-0.7833,37.6667
"LTE0059","Machanga","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,-0.776,37.66
"LTE0059","Machanga","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,-0.7833,37.6667
"LTE0059","Machanga","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,-0.776,37.66
"LTE0059","Nyabeda","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,0.1296,34.4055
"LTE0059","Nyabeda","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,0.1296,34.4055
"LTE0059","Teso","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,0.5667,34.1833
"LTE0059","Teso","JO0030",,,,,,,"10.1007/s10705-019-10005-4",,0.5732,34.269
"LTE0059","Embu District","CJ0039",,,,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",,"10.1016/j.fcr.2022.108788",,-0.604,37.663
"LTE0059","Machanga","CJ0039",,,,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",,"10.1016/j.fcr.2022.108788",,-0.7833,37.6667
"LTE0059","Machanga","CJ0039",,,,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",,"10.1016/j.fcr.2022.108788",,-0.776,37.66
"LTE0059","Machanga","CJ0039",,,,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",,"10.1016/j.fcr.2022.108788",,-0.7833,37.6667
"LTE0059","Machanga","CJ0039",,,,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",,"10.1016/j.fcr.2022.108788",,-0.776,37.66
"LTE0059","Sidada","CJ0039",,,,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",,"10.1016/j.fcr.2022.108788",,0.1441,34.4243
"LTE0059","Aludeka","CJ0039",,,,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",,"10.1016/j.fcr.2022.108788",,0.5833,34.3167
"LTE0065","Monze Farmer Training Centre","AC0114",2005,"2020",,,"Conventional practice (CP); Direct seeding (DS);Basin planting (BA);Direct seeding with maize-cotton rotation (DS-MC)",2023,"10.1016/j.geoderma.2021.115107",,-16.241,27.442
"LTE0206","KARI Embu","NN0561",,,,"more than one LTE",,,"10.3389/fenvs.2019.00097",,-0.5035,37.4578
"LTE0209","KALRO, Kakamega","NN0561",,,,"more than one LTE",,,"10.3389/fenvs.2019.00097",,0.2557,34.5255
"LTE0081","Nyabeda","NN0561",,,,"more than one LTE",,,"10.3389/fenvs.2019.00097",,0.1296,34.4055
"LTE0081","Nyabeda","NN0561",,,,"more than one LTE",,,"10.3389/fenvs.2019.00097",,0.1296,34.4055
"LTE0103","AfricaRice, Ndiaye","JO0179",1991,"2016",,,,,"10.1016/j.fcr.2021.108357",,16.233,-16.233
"LTE0103","AfricaRice, Fanaye","JO0179",1991,"2016",,,,,"10.1016/j.fcr.2021.108357",,16.5352,-15.1922
"LTE0104","ARC Small Grain, Bethlehem","NN0553",1979,"2016",,"WORKING FOLDER EIA","two methods of straw disposal (burned and unburned) _ three methods of tillage (ploughing, stubble mulch and no-tillage) _ two methods of weed control (mechanical and chemical) _ three levels of nitrogen fertilization (20, 30, and 40 kg N haÐ1 until 2003, thereafter 20, 40 and 60 kg N haÐ1 were used).",,"10.1080/02571862.2020.1713408",,-28.1619,28.3061
"LTE0124","IITA, Ibadan","CJ0028",1989,"2000",,,"The main treatments were three fallow systems: Chromolaena odorata natural regrowth fallow (natural fallow), Pueraria phaseoloides cover crop fallow (cover crop fallow), and Leucaena leucocephala alley cropping (alley cropping).",,"10.1007/s10705-004-1927-y",,7.498,3.903
"LTE0136","INRA, Settat","AF0001",1987,"1998",,,"notillage (NT) and conventional tillage (CT)",,"10.1111/j.1475-2743.2003.tb00294.x",,32.954,-7.625
"LTE0142","Domboshawa Training Centre","AC0047",,,,"multiple sites","(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",,"10.1017/S1742170521000442",,-17.607,31.141
"LTE0142","University of Zimbabwe Farm","AC0047",,,,"multiple sites","(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",,"10.1017/S1742170521000442",,-17.7242,31.0199
"LTE0142","Hereford Farm","AC0047",,,,"multiple sites","(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",,"10.1017/S1742170521000442",,-17.423,31.445
"LTE0142","Chavakadzi","AC0047",,,,"multiple sites","(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",,"10.1017/S1742170521000442",,-17.189,31.493
"LTE0142","Chavakadzi","AC0047",,,,"multiple sites","(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",,"10.1017/S1742170521000442",,-17.189,31.493
"LTE0142","Madziwa","AC0047",,,,"multiple sites","(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",,"10.1017/S1742170521000442",,-16.991,31.415
"LTE0142","Madziwa","AC0047",,,,"multiple sites","(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",,"10.1017/S1742170521000442",,-16.991,31.415
"LTE0257","Domboshawa Training Centre","JO0192",2002,"2016",,,,,"10.1016/j.heliyon.2021.e08567",,-17.607,31.141
"LTE0161","Gum Selasa","JO0152",2005,"2013",,,,,"10.1002/ldr.3816",,13.2333,39.5333
"LTE0185","Tembwe EPA","AC0017",2010,"2019",,,"Intercropping _ mulching (INM);Mulching (MC); Farmer practice (FP);Pit planting _ mulching (PPM):",2023,"10.1016/j.heliyon.2021.e06636",,-13.7667,34.45
"LTE0175","Gourton Farm","AC0098",2002,"2017",,,"no-till (NT), annual conventional tillage (CT) and rotational tillage (RT).",2023,"10.1016/j.still.2019.104317",,-28.9241,29.5607
"LTE0175","Grouton farm-CT..Grouton farm-NT..Grouton farm-RT","JO0053",2002,"2020",,,"strips (no-till (NT), rotational tillage (RT), and conventional tillage (CT)) forming the whole plot with three replicates and nitrogen fertiliser sources (urea or LAN)",,"10.3390/agronomy12030722",,-28.9242,29.5608
"LTE0175","KZNU Research & Training Farm (Grouton Farm), Wintertone Bergille","NN0460",2003,"2015",,,"three tillage treatments [no-till cropping system (NT), rotational tillage cropping system (RT), and conventional tillage cropping system (CT)] randomized three times, forming the whole plot. The nitrogen (N) source (Urea or LAN) and the rate of application (0, 50, 100, 150, 200 kg/ha)",,"10.3390/agronomy12061411",,-28.9237,29.5611
"LTE0176","Agonkanmey","AC0084",1988,"1999",,,"control, NPK,Treatment M: maize and Mucuna pruriens var. utilis were inter -cropped",2023,"10.1016/j.ejsobi.2006.07.018",,6.4105,2.321
"LTE0177","Kouve","AC0054",1972,"1991",,,"Four treatments were compared: two rates of mineral fertiliser application to maize in the first season and to cotton in the second, one control without fertilisers, and one control without a crop",,"10.1016/j.fcr.2015.04.019",,6.6833,1.4167
"LTE0178","Chitedze ARS","AC0080",2008,"2017",,,"Conventional control practices (CPM);Basin planting (BAM),Direct seeding with a dibble stick (DSM),Direct seeded crop rotation (DSRML),Direct seeded maize intercropping (DSIMP),Direct seeded maize intercropping (DSIMC),Direct seeded maize intercropping (DSIMM)",,"10.1017/S0014479720000125",,-13.9738,33.6528
"LTE0179","Linthipe, H","AC0083",,,,"multiple sites","continuous unfertilized maize (Mz0), continuous full-fertilized maize (MzNP); three 2-year rotation systems with legume crops followed by sole maize fertilized at half rate: groundnut (GnRot), groundnut and pigeonpea intercrop (doubled up legume rotation system = DLR), pigeonpea (PpRot); and maize pigeonpea intercrop (MzPp)",,"10.1016/j.agee.2021.107585",,-14.21,34.1
"LTE0179","Golomoti, M","AC0083",,,,"multiple sites","continuous unfertilized maize (Mz0), continuous full-fertilized maize (MzNP); three 2-year rotation systems with legume crops followed by sole maize fertilized at half rate: groundnut (GnRot), groundnut and pigeonpea intercrop (doubled up legume rotation system = DLR), pigeonpea (PpRot); and maize pigeonpea intercrop (MzPp)",,"10.1016/j.agee.2021.107585",,-14.44,34.6
"LTE0179","Kandeu, H","AC0083",,,,"multiple sites","continuous unfertilized maize (Mz0), continuous full-fertilized maize (MzNP); three 2-year rotation systems with legume crops followed by sole maize fertilized at half rate: groundnut (GnRot), groundnut and pigeonpea intercrop (doubled up legume rotation system = DLR), pigeonpea (PpRot); and maize pigeonpea intercrop (MzPp)",,"10.1016/j.agee.2021.107585",,-14.63,34.6
"LTE0179","Nsipe, H","AC0083",,,,"multiple sites","continuous unfertilized maize (Mz0), continuous full-fertilized maize (MzNP); three 2-year rotation systems with legume crops followed by sole maize fertilized at half rate: groundnut (GnRot), groundnut and pigeonpea intercrop (doubled up legume rotation system = DLR), pigeonpea (PpRot); and maize pigeonpea intercrop (MzPp)",,"10.1016/j.agee.2021.107585",,-14.93,34.74
"LTE0180","JKUAT, Thika, Cambisol..JKUAT, Thika, Vertisol","AC0033",2011,"2016",,,"(1) F. albida and maize, (2) C. africana and maize, (3) mixed stand of V. seyal, V. xanthophloea, C. africana, F. albida and G. robusta with maize and (4) control experiment of sole maize.",,"10.1080/14728028.2019.1685410",,,
"LTE0181","Bako Agricultural Research Center","CJ0007",2013,"2019",,"multiple LTEs","(1) tree alone in monoculture (cordia, grevillea, croton, and acacia), (2) Tree alone in the four mixed species (3) crop alone (4) monoculture tree ? crop, and (5) mix of tree species ? crops. In the tree ? crop treatments, teff (Eragrostis tef), maize (Zea mays) and finger millet (Eleusine coracana) were intercropped with the trees.",,"10.1007/s10457-021-00596-9",,9.1,37.15
"LTE0188","Bishola","CJ0007",2013,"2019",,"multiple LTEs","(1) tree ? crop, (2) mix of trees ? crop and (3) crop alone. The tree species included Faidherbia albida, Moringa stenopetala, Acacia nilotica and Cordia africana.",,"10.1007/s10457-021-00596-9",,8.4,39.0333
